#,cocktail_id,cocktail_name,is_alcoholic,serving_glass,cocktail_picture,cocktail_details,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line,ingredient,servings,full_ingredient_line
289,16963,Zorbatini,Alcoholic,Cocktail glass,https://www.thecocktaildb.com/images/media/drink/wtkqgb1485621155.jpg,Prepare like a Martini. Garnish with a green olive.,vodka,0.843452381,1 1/4 oz stoli vodka,ouzo,0.124298246,1/4 oz ouzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,14588,151 Florida Bushwacker,Alcoholic,Beer mug,https://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,Combine all ingredients. Blend until smooth. Garnish with chocolate shavings if desired.,malibu rum,0.343515152,1/2 oz malibu rum,rum,0.337380952,1/2 oz light rum,rum,0.337380952,1/2 oz bacardi 151 proof rum,creme de cacao,0.771156463,1 oz dark creme de cacao,cointreau,0.572525253,1 oz cointreau,milk,0.347020408,3 oz milk,coconut,0.333411765,1 oz coconut liqueur,vanilla ice cream,1,1 cup vanilla ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,16419,Avalanche,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/uppqty1472720165.jpg,"Mix in highball glass over ice, shake well.",crown royal,0.661904762,1 shot crown royal,kahlua,1,1 shot kahlua,cream,1,fill with cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,15511,Baby Eskimo,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/wywrtw1472720227.jpg,"Leave ice-cream out for about 10 minutes. Add ingredients in order, stir with chopstick (butter knife or spoon works too). Consume immediately and often. Nice and light, great for following a heavy drink.",kahlua,1.628735632,2 oz kahlua,milk,0.925387755,8 oz milk,vanilla ice cream,1,2 scoops vanilla ice cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,12654,Banana Milk Shake,Non alcoholic,White wine glass,https://www.thecocktaildb.com/images/media/drink/rtwwsx1472720307.jpg,"Blend very well, preferably in a household mixer. Serve in a wine glass, garnish with whipped cream and a piece of banana.",milk,0.4226,10 cl cold milk,orange juice,0.002639129,4 cl orange juice,sugar syrup,0.041697192,2 tsp sugar syrup,banana,0.5,1/2 banana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,12656,Banana Strawberry Shake,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/vqquwx1472720634.jpg,Blend all together in a blender until smooth.,frozen strawberries,1.026226244,1/2 lb frozen strawberries,banana,1,1 frozen banana,yoghurt,1.441176471,1 cup plain yoghurt,milk,1,1 cup milk,honey,1,to taste honey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,12658,Banana Strawberry Shake Daiquiri-type,Non alcoholic,Cocktail Glass,https://www.thecocktaildb.com/images/media/drink/uvypss1472720581.jpg,Blend all together in a blender until smooth.,frozen strawberries,1.026226244,1/2 lb frozen strawberries,banana,1,1 frozen banana,apple juice,2,2 cups fresh apple juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,15951,Black Forest Shake,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/xxtxsu1472720505.jpg,"In a blender put ice cubes, chocolate syrup, cherry brandy, vodka, and milk. Blend very well.",ice,1,cubes ice,chocolate syrup,1,chocolate syrup,cherry,1,cherry brandy,vodka,1,vodka,milk,1,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,14356,Blind Russian,Alcoholic,Collins glass,https://www.thecocktaildb.com/images/media/drink/wxuqvr1472720408.jpg,Fill glass with ice. Add all liquers. Add milk. shake.,baileys,0.75,3/4 oz bailey's irish cream,liqueur,0.429393939,3/4 oz godiva liqueur,kahlua,0.610775862,3/4 oz kahlua,schnapps,0.464133639,1/2 oz butterscotch schnapps,milk,1,to fill milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,17221,Boozy Snickers Milkshake,Alcoholic,Mason jar,https://www.thecocktaildb.com/images/media/drink/861tzm1504784164.jpg,"Place the snickers bars in a plastic bag and roll over them with a rolling pin until crushed. Add crushed snickers pieces, ice cream, milk, caramel sauce, chocolate sauce, and chocolate liquor to a blender. Blend until shake is thick and frothy. Pour into glasses and top with chocolate liquor and whip cream.",vanilla ice cream,3,3 cups vanilla ice cream,milk,1,1 cup milk,liqueur,2.666666667,1/2 cup godiva liqueur,whipped cream,1,for topping whipped cream,caramel sauce,2,4 tablespoons caramel sauce,chocolate,6,4 tablespoons chocolate sauce,snickers bars,15,15 mini snickers bars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,17220,Butter Baby,Alcoholic,Beer mug,https://www.thecocktaildb.com/images/media/drink/1xhjk91504783763.jpg,Blend together in a blender. Serve in a chilled Beer mug with Fresh Blueberries and caramel for topping.,vanilla ice cream,1,2 scoops vanilla ice cream,schnapps,1,1 part butterscotch schnapps,milk,1,full glass milk,vodka,2,2 parts vodka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,15615,Chocolate Monkey,Optional alcohol,Parfait glass,https://www.thecocktaildb.com/images/media/drink/tyvpxt1468875212.jpg,"blend liqeuors with ice-cream, milk and syrup. pour into parfait glass, top with whipped cream and garnish with banana and cherry.",liqueur,1,1 shot banana liqueur,creme de cacao,2,2 shots creme de cacao,chocolate ice cream,1,2 scoops chocolate ice cream,chocolate syrup,0.726666667,1 oz chocolate syrup,chocolate milk,0.45344,4 oz chocolate milk,whipped cream,1,1 whipped cream,cherry,1,1 cherry,banana,1,1 piece banana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,14095,Jamaica Kiss,Alcoholic,Hurricane glass,https://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg,Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,coffee liqueur,1,1 shot coffee liqueur,rum,0.661904762,1 shot jamaican light rum,ice,1,cubes ice,milk,1,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,12688,Just a Moonmint,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/znald61487604035.jpg,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",milk,2,2 cups milk,chocolate syrup,1,chocolate syrup,mint,1,mint syrup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,12724,Sweet Bananas,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",milk,2,2 cups milk,banana,1,1 banana,honey,1,1 tblsp honey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,16990,Sweet Tooth,Alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",liqueur,2,2 shots godiva liqueur,milk,1,milk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,15639,Texas Sling,Alcoholic,Wine Glass,https://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",kahlua,0.407183908,1/2 oz kahlua,cream,0.475503356,1/2 oz irish cream,amaretto liqueur,0.407183908,1/2 oz amaretto,rum,0.337380952,1/2 oz bacardi 151 proof rum,cream,0.951006711,1 oz cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,16405,A Piece of Ass,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/tqxyxx1472719737.jpg,Put ice in glass. Pour in shots. Fill with Sour Mix.,amaretto liqueur,1,1 shot amaretto,southern comfort,1,1 shot southern comfort,ice,1,cubes ice,sour mix,1,sour mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,14372,Absolut limousine,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/ssqpyw1472719844.jpg,Fill Absolut into a glass. Add Lime juice. Add Ice and lime wedges.,vodka,0.666666667,2/3 absolut citron,lime juice,0.333333333,1/3 lime juice,ice,1,fill with ice,water,1,top it up with tonic water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,14306,Amaretto Stone Sour,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/xwryyx1472719921.jpg,Shake and Serve over ice,amaretto liqueur,1,1 part amaretto,sour mix,1,1 part sour mix,orange juice,1,1 part orange juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,16100,Amaretto Stone Sour #3,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/wutxqr1472720012.jpg,"Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.",sour mix,1.834304207,2 oz sour mix,amaretto liqueur,1.628735632,2 oz amaretto,tequila,1.34952381,2 oz tequila,orange juice,1,add splash orange juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,15106,Apello,Non alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/uptxtv1468876415.jpg,Stirr. Grnish with maraschino cherry.,orange juice,0.002639129,4 cl orange juice,grapefruit juice,0.12678,3 cl grapefruit juice,apple juice,0.000660313,1 cl apple juice,maraschino cherry,1,1 maraschino cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,12710,Apple Berry Smoothie,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/xwqvur1468876473.jpg,Throw everything into a blender and liquify.,berries,1,1 cup berries,apple,2,2 apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,16958,Apple Pie with A Crust,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/qspqxt1472720078.jpg,Just mix the two liquids and sprinkle in the cinnamon. Serve either cold or heated.,apple juice,3,3 parts apple juice,malibu rum,1,1 part malibu rum,cinnamon,3,3 dashes cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,12708,Banana Cantaloupe Smoothie,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/uqxqsy1468876703.jpg,"Juice cantaloupe, pour juice into blender, add banana, and liquify.",cantaloupe,0.5,juice of 1/2 cantaloupe,banana,1,1 banana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,16986,Bible Belt,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/6bec6v1503563675.jpg,"Mix all ingredients, and pour over ice.",southern comfort,1.34952381,2 oz southern comfort,triple sec,0.38401084,1/2 oz triple sec,lime,2,2 wedges lime,sour mix,1.834304207,2 oz sour mix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,12668,Egg Cream,Non alcoholic,Coffee mug,https://www.thecocktaildb.com/images/media/drink/mvis731484430445.jpg,"Mix syrup and milk in a fountain glass. Add soda water, serve with a straw.",chocolate syrup,2,2 tblsp chocolate syrup,milk,0.694040816,6 oz whole milk,water,0.717468354,6 oz soda water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,12670,Fruit Cooler,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/i3tfn31484430499.jpg,"Toss strawberries with sugar, and let sit overnight in refrigerator. Cut lemon, reserve two slices. Juice the rest. Mix together the lemon juice, strawberries, apple juice, and soda water. Add slices of lemon (decor, really). In glasses, put ice cubes, and a slice of apple. Pour drink in, and serve.",apple juice,1,1 can frozen apple juice,strawberries,1.6,1 cup strawberries,sugar,6,2 tblsp sugar,lemon,1,1 lemon,apple,1,1 apple,water,4.219409283,1 l soda water,ice,1,ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,12672,Fruit Flip-Flop,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/nfdx6p1484430633.jpg,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",yoghurt,1.441176471,1 cup yoghurt,juice,1,1 cup fruit juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,12674,Fruit Shake,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/q0fg2m1484430704.jpg,Blend til smooth.,yoghurt,1.441176471,1 cup fruit yoghurt,banana,1,1 banana,orange juice,0.455261044,4 oz frozen orange juice,fruit,0.5,1/2 piece textural fruit,ice,6,6 ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,12712,Grape lemon pineapple Smoothie,Non alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/54z5h71487603583.jpg,Throw everything into a blender and liquify.,grapes,3.081632653,1 cup grapes,lemon,0.25,1/4 lemon,pineapple,0.5,1/2 pineapple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,16275,Jack's Vanilla Coke,Alcoholic,Old-fashioned glass,https://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg,"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",ice,4,4 5 ice,whiskey,1.34952381,2 oz tennessee whiskey,vanilla extract,1,1 tsp vanilla extract,coca cola,0.798309859,10 12 oz coca cola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,12720,Kill the cold Smoothie,Non alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/7j1z2e1487603414.jpg,Juice ginger and lemon and add it to hot water. You may add cardomom.,ginger,1,1 inch ginger,lemon,0.25,1/4 lemon,water,0.999156118,1 cup hot water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,12714,Kiwi Papaya Smoothie,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/jogv4w1487603571.jpg,Throw everything into a blender and liquify.,kiwi,3,3 kiwi,papaya,0.5,1/2 papaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,12690,Lassi - A South Indian Drink,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/iq6scx1487603980.jpg,"Blend in a blender for 3 seconds. Lassi is one of the easiest things to make, and there are many ways of making it. Basically, it is buttermilk (yoghurt whisked with water), and you can choose almost any consistency that you like, from the thinnest to the thickest. Serve cold.",yoghurt,0.720588235,1/2 cup plain yoghurt,water,1.248945148,1 1/4 cup cold water,cumin seeds,0.5,1/2 tsp ground roasted cumin seed,salt,1,1/4 tsp salt,mint,0.25,1/4 tsp dried mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,12698,Lassi - Mango,Non alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/1bw6sd1487603816.jpg,Put it all in a blender and pour over crushed ice. You can also use other fruits like strawberries and bananas.,mango,2,2 mango,yoghurt,2.882352941,2 cups yoghurt,sugar,23.80952381,1/2 cup sugar,water,0.999156118,1 cup iced water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,12696,Lassi - Sweet,Non alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/9jeifz1487603885.jpg,Put all ingredients into a blender and blend until nice and frothy. Serve chilled.,yoghurt,1.441176471,1 cup yoghurt,water,1.998312236,2 cups cold water,sugar,12,4 tblsp sugar,salt,1,pinch salt,lemon juice,6,2 tblsp lemon juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,12694,Lassi Raita,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/s4x0qj1487603933.jpg,"Blend the yoghurt and ice cubes together, until the yoghurt becomes more liquid. Add sugar to taste. The lemon/lime is optional but it gives it a slightly tart taste. Dash of salt. Raita is also good for the summer. Instead of having a traditional salad you can make raita instead.",yoghurt,2.882352941,2 cups yoghurt,ice,4,4 6 ice,sugar,1,sugar,lime,1,lime,salt,1,salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,12702,Lemouroudji,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/eirmo71487603745.jpg,"Juice the lemons. Peel and grate the ginger. Place the grated ginger and a liberal dash of the cayenne pepper into a piece of cheesecloth, and tie it into a knot. Let soak in the water. After 15 minutes or so, add the sugar, and the lemon juice. Chill, and serve.",ginger,2,2 pieces ginger,water,285.2995781,1 gal water,lemon,5.399904762,1 lb lemon,sugar,47.61904762,1 cup sugar,cayenne pepper,1,ground cayenne pepper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,12704,Limeade,Non alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",lime,1,juice of 1 lime,sugar,3,1 tblsp sugar,water,1,(seltzer water) soda water,lime peel,1,lime peel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,12716,Mango Orange Smoothie,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/vdp2do1487603520.jpg,Throw everything into a blender and liquify.,mango,1,1 mango,orange,2,2 orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,16995,Orange Whip,Alcoholic,Collins Glass,https://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,Pour ingredients over ice and stir.,orange juice,0.455261044,4 oz orange juice,rum,0.674761905,1 oz rum,vodka,0.674761905,1 oz vodka,cream,1,1 package cream,ice,1,over ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,12718,Pineapple Gingerale Smoothie,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/eg9i1d1487603469.jpg,Throw everything into a blender and liquify.,ginger,1,1/4 inch ginger,pineapple,0.5,1/2 pineapple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,17167,Raspberry Cooler,Alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,raspberry,28.34,2 oz raspberry vodka,lemon lime soda,0.307208672,4 oz lemon lime soda,ice,1,ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,12722,Strawberry Shivers,Non alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/9h1vvt1487603404.jpg,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",strawberries,2.4,1 1/2 cup strawberries,honey,1.344761905,4 tsp honey,water,0.499578059,1/2 cup water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,12726,Tomato Tang,Non alcoholic,Highball glass,https://www.thecocktaildb.com/images/media/drink/869qr81487603278.jpg,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",tomato juice,2,2 cups tomato juice,lemon juice,3,1 2 tblsp lemon juice,celery salt,1,1 dash celery salt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,16967,Vodka Fizz,Alcoholic,White wine glass,https://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",vodka,1.34952381,2 oz vodka,half and half,3.778666667,2 oz half and half,limeade,0.229473684,2 oz limeade,ice,1,ice,nutmeg,1,nutmeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,16158,Whitecap Margarita,Alcoholic,Margarita/Coupette glass,https://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg,Place all ingredients in a blender and blend until smooth. This makes one drink.,ice,1,1 cup ice,tequila,1.34952381,2 oz tequila,coconut,0.25,1/4 cup cream of coconut,lime juice,1.031590909,3 tblsp fresh lime juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,12728,Yoghurt Cooler,Non alcoholic,Highball Glass,https://www.thecocktaildb.com/images/media/drink/trttrv1441254466.jpg,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up. Note: Use lots of ice in this one - great on hot days! To add ice: Remove the center of the cover while the blender is on - drop 3 or 4 ice cubs and blend until they're completely crushed.",yoghurt,1.441176471,1 cup yoghurt,fruit,1,1 cup fruit,ice,1,ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
